Pk,Tm,Player,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,RTG,RTG_exp,RTG_diff,PTS_exp,TRB_exp,AST_exp
20,PHI,Speedy Claxton,0.409,0.193,0.762,25.6,9.3,2.5,4.3,14.2,0.08,16.1,10.483,5.617,6.317,2.729,1.438
52,MIA,Rasual Butler,0.401,0.36,0.746,22.2,7.8,2.4,0.8,17.1,0.053,11,5.489,5.511,3.017,1.661,0.811
15,ORL,Matt Harpring,0.481,0.333,0.753,26.4,11.5,5.1,1.4,41.9,0.114,18,12.496,5.504,7.474,3.539,1.483
36,POR,Omer Asik,0.538,0,0.544,19.6,5.6,7.2,0.6,14,0.12,13.4,7.921,5.479,4.574,2.463,0.884
17,SEA,Doug Christie,0.426,0.354,0.821,31.5,11.2,4.1,3.6,55.7,0.102,18.9,13.446,5.454,8.033,3.779,1.633
38,CHI,Chris Duhon,0.393,0.363,0.784,25.6,6.5,2.3,4.4,25,0.077,13.2,7.758,5.442,4.321,2.068,1.368
7,WAS,Richard Hamilton,0.449,0.346,0.852,32.1,17.1,3.1,3.4,62.8,0.102,23.6,18.192,5.408,11.237,4.417,2.538
25,MEM,Tony Wroten,0.425,0.24,0.644,20,10.4,2.5,2.7,-0.6,-0.012,15.6,10.217,5.383,6.165,2.896,1.157
38,WAS,Steve Blake,0.403,0.388,0.783,25,6.9,2.2,4,26.1,0.068,13.1,7.758,5.342,4.321,2.068,1.368
11,GSW,Tyrone Hill,0.502,0,0.643,28,9.4,8.6,0.8,56.2,0.12,18.8,13.465,5.335,8.122,3.613,1.73
11,DET,Bonzi Wells,0.46,0.327,0.697,25.6,12.1,4.6,2.1,29.4,0.093,18.8,13.465,5.335,8.122,3.613,1.73
42,LAL,Patrick Beverley,0.417,0.371,0.801,25.6,8.3,3.2,2.8,6.7,0.127,14.3,8.98,5.32,5.233,2.573,1.173
55,GSW,Chris Porter,0.389,0,0.667,22.5,8.6,3.7,1.2,0.2,0.008,13.5,8.209,5.291,4.845,2.373,0.991
39,NYK,Landry Fields,0.472,0.331,0.663,25,7.3,4.6,1.7,10.1,0.084,13.6,8.325,5.275,4.965,2.1,1.26
22,PHO,Oliver Miller,0.534,0.116,0.639,23,7.4,5.9,2.2,21.1,0.089,15.5,10.271,5.229,5.933,3.154,1.183
37,WSB,A.J. English,0.435,0.138,0.778,20.6,9.9,2.1,2.1,1.1,0.017,14.1,8.883,5.217,5.146,2.421,1.317
8,MIL,T.J. Ford,0.433,0.289,0.815,27.7,11.2,3.1,5.8,16.9,0.068,20.1,14.983,5.117,9.317,3.829,1.838
32,DEN,Vincent Yarbrough,0.393,0.269,0.79,23.4,6.9,2.7,2.2,1,0.035,11.8,6.69,5.11,4.033,1.667,0.99
43,MIL,Eric Snow,0.424,0.208,0.763,27.3,6.8,2.5,5,43.4,0.09,14.3,9.238,5.062,5.857,2.381,1
40,SAC,Bimbo Coles,0.425,0.267,0.811,23.8,7.8,2.1,3.9,27.4,0.065,13.8,8.742,5.058,5.289,2.1,1.353
16,GSW,Chris Gatling,0.513,0.249,0.66,19.7,10.3,5.3,0.7,32.1,0.112,16.3,11.248,5.052,6.778,3.061,1.409
38,WAS,Nate Wolters,0.436,0.281,0.656,22.3,7.1,2.5,3.2,1.2,0.041,12.8,7.758,5.042,4.321,2.068,1.368
3,CHH,Baron Davis,0.409,0.32,0.711,34.2,16.1,3.8,7.2,63.1,0.106,27.1,22.071,5.029,14.062,4.875,3.133
28,SAS,Tiago Splitter,0.561,0,0.68,19.8,8.3,5.3,1.2,19.5,0.182,14.8,9.773,5.027,5.891,2.359,1.523
10,LAL,Eddie Jones,0.437,0.373,0.809,34.4,14.8,4,2.9,100.6,0.147,21.7,16.679,5.021,10.442,4.133,2.104
37,SAS,DeJuan Blair,0.529,0,0.612,18.1,7.5,5.5,0.9,19,0.137,13.9,8.883,5.017,5.146,2.421,1.317
4,SAC,Tyreke Evans,0.445,0.276,0.765,33.4,16.8,4.8,4.9,17.4,0.074,26.5,21.496,5.004,13.212,5.262,3.021
23,PHO,Wesley Person,0.457,0.418,0.778,28.3,11.2,3.3,1.7,44,0.102,16.2,11.258,4.942,6.7,3.213,1.346
52,PHO,Anthony Goldwire,0.407,0.386,0.792,18.6,6.3,1.3,2.8,6.4,0.062,10.4,5.489,4.911,3.017,1.661,0.811
50,PHI,Lavoy Allen,0.458,0.143,0.711,18.5,5.1,4.9,1,6.4,0.086,11,6.133,4.867,3.592,2.033,0.508
40,DAL,Gordan Giricek,0.442,0.368,0.823,23,9.6,2.5,1.5,8,0.044,13.6,8.742,4.858,5.289,2.1,1.353
7,LAC,Eric Gordon,0.439,0.365,0.808,34.2,17.2,2.6,3.2,17.1,0.075,23,18.192,4.808,11.237,4.417,2.538
7,TOR,Damon Stoudamire,0.406,0.357,0.833,33.2,13.4,3.5,6.1,55.4,0.091,23,18.192,4.808,11.237,4.417,2.538
39,SEA,Earl Watson,0.411,0.324,0.703,22.2,6.4,2.3,4.4,19.2,0.047,13.1,8.325,4.775,4.965,2.1,1.26
44,CLE,Cedric Henderson,0.436,0.14,0.715,23.8,7.3,2.9,1.6,3.3,0.026,11.8,7.025,4.775,4.15,2,0.875
14,LAC,Al Thornton,0.452,0.293,0.747,28,11.9,4.2,1.2,6.1,0.035,17.3,12.538,4.762,7.938,3.233,1.367
54,UTA,Shandon Anderson,0.457,0.316,0.739,22.2,7.4,3.1,1.4,23.6,0.071,11.9,7.144,4.756,4.356,2.089,0.7
17,SEA,Desmond Mason,0.449,0.26,0.74,30.5,12.1,4.5,1.6,23.1,0.056,18.2,13.446,4.754,8.033,3.779,1.633
41,MIL,Jodie Meeks,0.424,0.376,0.875,24.3,9.7,2.2,1.1,17.6,0.098,13,8.253,4.747,5.021,2.216,1.016
9,TOR,DeMar DeRozan,0.445,0.266,0.815,33.3,16.8,3.7,2.2,22.4,0.082,22.7,17.971,4.729,10.925,4.988,2.058
3,DET,Grant Hill,0.483,0.314,0.769,33.9,16.7,6,4.1,99.9,0.138,26.8,22.071,4.729,14.062,4.875,3.133
28,SAS,Beno Udrih,0.462,0.354,0.827,23,8.8,2.1,3.6,26.4,0.081,14.5,9.773,4.727,5.891,2.359,1.523
48,UTA,Isaac Austin,0.446,0.176,0.67,19.3,7.6,4.7,1.2,9.2,0.053,13.5,8.8,4.7,4.912,2.988,0.9
18,LAC,Quentin Richardson,0.397,0.355,0.718,26.5,10.3,4.7,1.5,32.8,0.076,16.5,11.804,4.696,7.175,3.387,1.242
37,GSW,Marc Jackson,0.446,0.226,0.814,19.6,8.4,4.3,0.8,13,0.082,13.5,8.883,4.617,5.146,2.421,1.317
21,UTA,Eric Murdock,0.438,0.343,0.786,23.4,10.1,2.5,4.9,25.6,0.103,17.5,12.896,4.604,7.538,3.346,2.013
21,ATL,Boris Diaw,0.497,0.341,0.711,28.9,9.1,4.7,3.7,43.3,0.086,17.5,12.896,4.604,7.538,3.346,2.013
48,NYK,Kostas Papanikolaou,0.32,0.364,0.667,25.1,5.8,4.3,3.3,0.3,0.083,13.4,8.8,4.6,4.912,2.988,0.9
26,SAS,John Salmons,0.431,0.366,0.8,26.7,9.4,2.9,2.5,33.8,0.069,14.8,10.208,4.592,6.146,2.842,1.221
16,CLE,Brevin Knight,0.412,0.134,0.789,24.9,7.3,2.4,6.1,32.6,0.086,15.8,11.248,4.552,6.778,3.061,1.409
5,GSW,Jason Richardson,0.44,0.371,0.707,34.4,17.3,5,2.7,58.7,0.098,25,20.492,4.508,12.658,5.133,2.7
42,ORL,Zaza Pachulia,0.461,0,0.74,20.7,6.8,5.5,1.1,32.3,0.1,13.4,8.98,4.42,5.233,2.573,1.173
48,LAL,Ryan Kelly,0.424,0.338,0.815,22,7.9,3.7,1.6,2.2,0.08,13.2,8.8,4.4,4.912,2.988,0.9
19,DET,Don MacLean,0.455,0.284,0.765,20.9,10.9,3.8,1.3,9.4,0.067,16,11.6,4.4,7.196,3.158,1.246
36,MIN,Craig Smith,0.553,0.037,0.661,16.9,7.6,3.9,0.8,16,0.113,12.3,7.921,4.379,4.574,2.463,0.884
6,VAN,Bryant Reeves,0.475,0.074,0.703,30.6,12.5,6.9,1.6,13,0.052,21,16.625,4.375,10.279,4.417,1.929
51,SAC,Lawrence Funderburke,0.506,0.118,0.675,14.9,6.4,3.6,0.6,12.9,0.131,10.6,6.227,4.373,3.691,1.673,0.864
9,DET,Andre Drummond,0.606,0.25,0.401,27.4,11,10.8,0.5,14.5,0.17,22.3,17.971,4.329,10.925,4.988,2.058
49,BOS,Darius Songaila,0.499,0.158,0.844,18.6,6.9,3.4,1.2,15.9,0.083,11.5,7.18,4.32,4.033,2.207,0.94
39,DET,Jonas Jerebko,0.472,0.33,0.754,20.6,7.5,4.4,0.7,11.5,0.102,12.6,8.325,4.275,4.965,2.1,1.26
1,CHI,Derrick Rose,0.46,0.311,0.816,36.5,20.8,3.8,6.7,30.2,0.135,31.3,27.029,4.271,16.708,7.358,2.962
14,LAC,Maurice Taylor,0.466,0.152,0.711,25,11,4.6,1.2,9.9,0.036,16.8,12.538,4.262,7.938,3.233,1.367
53,MIA,Rodney Buford,0.412,0.3,0.758,18.2,6.4,2.6,0.8,2.9,0.033,9.8,5.575,4.225,3.108,1.633,0.833
30,CHI,Jimmy Butler,0.431,0.313,0.782,27.1,9.2,3.8,1.7,16.5,0.148,14.7,10.477,4.223,6.064,3.164,1.25
52,IND,Fred Hoiberg,0.431,0.396,0.854,18.4,5.4,2.7,1.6,27.6,0.133,9.7,5.489,4.211,3.017,1.661,0.811
52,IND,A.J. Price,0.383,0.322,0.747,15.4,6,1.5,2.2,4.6,0.06,9.7,5.489,4.211,3.017,1.661,0.811
26,IND,Miles Plumlee,0.508,,0.577,21.9,7,6.9,0.5,4.5,0.096,14.4,10.208,4.192,6.146,2.842,1.221
6,LAC,Chris Kaman,0.488,0,0.744,28,11.6,7.9,1.3,21.9,0.057,20.8,16.625,4.175,10.279,4.417,1.929
6,NYK,Danilo Gallinari,0.417,0.367,0.846,31,14.3,4.6,1.9,23.9,0.127,20.8,16.625,4.175,10.279,4.417,1.929
45,MEM,Matt Barnes,0.448,0.333,0.731,22.4,7.9,4.5,1.7,34,0.103,14.1,9.937,4.163,6.037,2.605,1.295
23,SEA,Bobby Jackson,0.417,0.354,0.793,22.2,9.7,3.1,2.6,31.4,0.09,15.4,11.258,4.142,6.7,3.213,1.346
8,SAC,Brian Grant,0.49,0.214,0.746,28.3,10.5,7.4,1.2,54.5,0.122,19.1,14.983,4.117,9.317,3.829,1.838
7,SAC,Lionel Simmons,0.433,0.305,0.771,29.7,12.8,6.2,3.3,16.9,0.06,22.3,18.192,4.108,11.237,4.417,2.538
44,CHH,Malik Rose,0.437,0.177,0.743,16.5,6.2,4.1,0.8,26.5,0.095,11.1,7.025,4.075,4.15,2,0.875
16,WAS,Nick Young,0.429,0.377,0.827,23.8,12.2,2,1.1,12.5,0.052,15.3,11.248,4.052,6.778,3.061,1.409
9,CHI,Joakim Noah,0.499,0,0.728,29.8,9.9,9.4,2.7,51.3,0.171,22,17.971,4.029,10.925,4.988,2.058
3,OKC,James Harden,0.443,0.367,0.851,31.5,18.1,4,4,48.4,0.195,26.1,22.071,4.029,14.062,4.875,3.133
3,ATL,Al Horford,0.54,0.333,0.736,34.2,14,9.5,2.6,46.5,0.153,26.1,22.071,4.029,14.062,4.875,3.133
33,POR,Dante Cunningham,0.475,0.036,0.648,19.4,6.2,3.9,0.7,13.8,0.093,10.8,6.771,4.029,3.717,2.387,0.667
14,SEA,Luke Ridnour,0.431,0.349,0.862,26.7,9.6,2.3,4.6,35.6,0.081,16.5,12.538,3.962,7.938,3.233,1.367
4,LAC,Lamar Odom,0.463,0.312,0.693,33.4,13.3,8.4,3.7,77,0.115,25.4,21.496,3.904,13.212,5.262,3.021
21,PHO,Nate Robinson,0.426,0.363,0.8,23,11.4,2.4,3,27.6,0.099,16.8,12.896,3.904,7.538,3.346,2.013
6,MIN,Wally Szczerbiak,0.485,0.406,0.86,30.8,14.1,4,2.4,53.3,0.127,20.5,16.625,3.875,10.279,4.417,1.929
47,SAC,Tyus Edney,0.405,0.322,0.806,21,7.6,1.7,4,6.8,0.068,13.3,9.472,3.828,5.578,2.417,1.478
32,WSB,Brent Price,0.426,0.387,0.824,16.8,5.9,1.6,3,12,0.082,10.5,6.69,3.81,4.033,1.667,0.99
10,LAL,Andrew Bynum,0.556,0.111,0.69,25.6,11.5,7.7,1.2,37.4,0.168,20.4,16.679,3.721,10.442,4.133,2.104
49,ORL,Kyle O'Quinn,0.502,0,0.68,14.5,5.2,4.5,1.1,3.9,0.101,10.8,7.18,3.62,4.033,2.207,0.94
34,UTA,C.J. Miles,0.418,0.346,0.806,19.6,8.9,2.2,1.2,15.3,0.073,12.3,8.695,3.605,5.024,2.252,1.419
26,DET,Jerome Williams,0.502,0.038,0.645,21.7,6.6,6.4,0.8,37.9,0.143,13.8,10.208,3.592,6.146,2.842,1.221
2,PHI,Keith Van Horn,0.443,0.361,0.835,31.6,16,6.8,1.6,41.7,0.11,24.4,20.838,3.562,12.367,5.779,2.692
22,ORL,Courtney Lee,0.452,0.386,0.847,26.5,9.6,2.7,1.5,22.6,0.091,13.8,10.271,3.529,5.933,3.154,1.183
53,DAL,Greg Buckner,0.45,0.334,0.757,19.1,5,2.8,1.3,20.9,0.092,9.1,5.575,3.525,3.108,1.633,0.833
48,PHI,Jamie Feick,0.424,0.4,0.629,21.5,4.5,7.1,0.7,8.2,0.091,12.3,8.8,3.5,4.912,2.988,0.9
18,OKC,Eric Bledsoe,0.446,0.331,0.762,22.2,8.8,3,3.5,8.8,0.077,15.3,11.804,3.496,7.175,3.387,1.242
43,CHH,Lee Nailon,0.474,0.111,0.786,19,8.6,3.1,1,8,0.066,12.7,9.238,3.462,5.857,2.381,1
48,WAS,Predrag Drobnjak,0.425,0.34,0.799,19.9,7.9,3.5,0.8,5.6,0.048,12.2,8.8,3.4,4.912,2.988,0.9
12,UTA,Alec Burks,0.441,0.349,0.745,21.8,10,2.7,1.8,5.9,0.062,14.5,11.125,3.375,6.512,3.496,1.117
39,CHI,Sonny Weems,0.474,0.241,0.717,20.3,7.7,2.5,1.5,0.6,0.01,11.7,8.325,3.375,4.965,2.1,1.26
14,SAC,Travis Mays,0.41,0.362,0.749,25.8,11.1,2,2.8,2.4,0.039,15.9,12.538,3.362,7.938,3.233,1.367
41,SEA,Willie Green,0.428,0.346,0.764,20.3,8.4,1.8,1.4,13.1,0.045,11.6,8.253,3.347,5.021,2.216,1.016
56,PHO,Chris Carr,0.416,0.338,0.807,15.2,6.7,2.2,1,3.9,0.042,9.9,6.555,3.345,3.727,1.873,0.955
1,WAS,John Wall,0.427,0.305,0.79,36,17.7,4.3,8.3,19.1,0.093,30.3,27.029,3.271,16.708,7.358,2.962
50,ATL,Chris Crawford,0.437,0.347,0.824,15.8,6.6,2.2,0.6,6.5,0.078,9.4,6.133,3.267,3.592,2.033,0.508
13,CLE,Derek Anderson,0.408,0.341,0.853,29.2,12,3.2,3.4,43.9,0.117,18.6,15.362,3.238,9.5,3.925,1.938
22,CHA,Jared Dudley,0.467,0.395,0.737,24,8.6,3.4,1.5,29.2,0.11,13.5,10.271,3.229,5.933,3.154,1.183
37,MIL,Luc Mbah a Moute,0.458,0.269,0.677,23.6,6.3,4.9,0.9,17.3,0.086,12.1,8.883,3.217,5.146,2.421,1.317
27,POR,Linas Kleiza,0.435,0.335,0.763,20,8.7,3.6,0.8,13.6,0.08,13.1,9.883,3.217,5.729,2.921,1.233
7,NYK,Nene Hilario,0.546,0.094,0.673,29.3,12.6,6.8,2,59.6,0.142,21.4,18.192,3.208,11.237,4.417,2.538
25,DET,Carlos Delfino,0.401,0.365,0.758,22.8,8.1,3.6,1.7,22.5,0.093,13.4,10.217,3.183,6.165,2.896,1.157
1,CLE,Kyrie Irving,0.447,0.378,0.862,33.9,20.7,3.7,5.8,16.7,0.126,30.2,27.029,3.171,16.708,7.358,2.962
33,PHI,Derrick Alston,0.489,0.143,0.487,19.1,5.4,3.8,0.7,2.6,0.047,9.9,6.771,3.129,3.717,2.387,0.667
33,MIL,Moochie Norris,0.401,0.286,0.74,17.2,5.1,2,2.8,10,0.063,9.9,6.771,3.129,3.717,2.387,0.667
49,DEN,Leon Powe,0.515,0,0.682,13.9,6.2,3.8,0.3,12,0.174,10.3,7.18,3.12,4.033,2.207,0.94
20,CLE,Brendan Haywood,0.528,0,0.587,23.3,6.9,6.1,0.6,43.8,0.113,13.6,10.483,3.117,6.317,2.729,1.438
32,LAL,Luke Walton,0.429,0.326,0.715,17.2,4.7,2.8,2.3,13.5,0.067,9.8,6.69,3.11,4.033,1.667,0.99
18,DEN,James Posey,0.41,0.349,0.82,26.9,8.6,4.7,1.6,51.6,0.107,14.9,11.804,3.096,7.175,3.387,1.242
51,HOU,Zan Tabak,0.506,0,0.525,14.6,5,3.6,0.7,2.4,0.032,9.3,6.227,3.073,3.691,1.673,0.864
35,GSW,Draymond Green,0.388,0.313,0.723,18.5,5,4.3,1.4,5.9,0.091,10.7,7.658,3.042,4.089,2.642,0.926
23,ORL,Stanley Roberts,0.499,0,0.514,19.6,8.5,5.2,0.6,8.1,0.066,14.3,11.258,3.042,6.7,3.213,1.346
29,LAL,Toney Douglas,0.405,0.353,0.824,19.1,7.8,2.2,2.2,9,0.076,12.2,9.175,3.025,5.27,2.79,1.115
37,POR,Josh McRoberts,0.477,0.342,0.709,19.8,5.7,4.1,2.1,17,0.115,11.9,8.883,3.017,5.146,2.421,1.317
15,DEN,Brent Barry,0.46,0.405,0.823,25.9,9.3,3,3.2,70.5,0.143,15.5,12.496,3.004,7.474,3.539,1.483
24,BOS,Delonte West,0.448,0.372,0.826,27.4,9.7,2.9,3.6,24.5,0.099,16.2,13.229,2.971,8.112,3.096,2.021
24,NJN,Nenad Krstic,0.494,0.143,0.73,25.2,10,5.4,0.8,21.5,0.098,16.2,13.229,2.971,8.112,3.096,2.021
24,BOS,Rick Fox,0.45,0.349,0.77,25.5,9.6,3.8,2.8,44.7,0.09,16.2,13.229,2.971,8.112,3.096,2.021
9,MIN,Trey Burke,0.373,0.317,0.891,32.2,12.4,2.9,5.6,0.7,0.012,20.9,17.971,2.929,10.925,4.988,2.058
30,LAC,Marko Jaric,0.404,0.344,0.73,25.2,7.1,2.7,3.6,12.1,0.052,13.4,10.477,2.923,6.064,3.164,1.25
27,MEM,Kendrick Perkins,0.536,0,0.602,22.8,5.7,6,1.1,28.2,0.086,12.8,9.883,2.917,5.729,2.921,1.233
46,ORL,Eric Washington,0.402,0.346,0.757,22.1,6.9,2.1,1,0.1,0.002,10,7.169,2.831,4.512,1.931,0.725
47,PHI,Derek Strong,0.43,0.18,0.786,18.7,6.8,4.9,0.6,18.5,0.104,12.3,9.472,2.828,5.578,2.417,1.478
42,CLE,Daniel Gibson,0.402,0.407,0.78,23.5,7.8,2,2,16,0.082,11.8,8.98,2.82,5.233,2.573,1.173
21,TOR,Morris Peterson,0.418,0.373,0.773,27.2,10.7,3.5,1.5,35.7,0.089,15.7,12.896,2.804,7.538,3.346,2.013
18,WAS,JaVale McGee,0.541,0.2,0.586,20.3,8.6,5.6,0.4,18.3,0.118,14.6,11.804,2.796,7.175,3.387,1.242
51,LAL,Tony Smith,0.431,0.307,0.69,16,5.5,1.6,1.9,6.7,0.044,9,6.227,2.773,3.691,1.673,0.864
1,HOU,Yao Ming,0.524,0.2,0.833,32.5,19,9.2,1.6,65.9,0.2,29.8,27.029,2.771,16.708,7.358,2.962
45,UTA,Bryon Russell,0.431,0.369,0.75,23.5,7.9,3.5,1.3,47.4,0.115,12.7,9.937,2.763,6.037,2.605,1.295
13,LAC,Loy Vaught,0.504,0.244,0.718,24.7,10.1,7.1,0.9,35.8,0.101,18.1,15.362,2.738,9.5,3.925,1.938
33,MIL,Dan Gadzuric,0.5,0,0.498,14.8,4.7,4.4,0.4,15.8,0.097,9.5,6.771,2.729,3.717,2.387,0.667
42,DEN,Marcus Liberty,0.417,0.34,0.664,17.1,7.3,3.5,0.9,4,0.042,11.7,8.98,2.72,5.233,2.573,1.173
5,MIN,Isaiah Rider,0.443,0.352,0.812,31.7,16.7,3.8,2.7,22.8,0.061,23.2,20.492,2.708,12.658,5.133,2.7
19,CHH,Jamaal Magloire,0.48,0,0.639,21.5,7.2,6.5,0.6,27.7,0.091,14.3,11.6,2.7,7.196,3.158,1.246
26,NYK,Charlie Ward,0.408,0.364,0.771,22.3,6.3,2.6,4,33,0.113,12.9,10.208,2.692,6.146,2.842,1.221
43,ATL,Mike Scott,0.48,0.33,0.773,15.4,8,3.2,0.7,3.7,0.091,11.9,9.238,2.662,5.857,2.381,1
14,MIL,John Henson,0.52,0,0.521,19.7,8.4,5.8,1,5.6,0.096,15.2,12.538,2.662,7.938,3.233,1.367
43,WAS,Jahidi White,0.51,0,0.534,17.7,5.9,5.8,0.2,10.4,0.085,11.9,9.238,2.662,5.857,2.381,1
3,GSW,Anfernee Hardaway,0.458,0.316,0.774,33.7,15.2,4.5,5,61.9,0.125,24.7,22.071,2.629,14.062,4.875,3.133
19,MEM,Hakim Warrick,0.49,0.191,0.726,20.2,9.4,4,0.8,20.4,0.092,14.2,11.6,2.6,7.196,3.158,1.246
19,MIA,Dorell Wright,0.426,0.364,0.806,23.2,8.7,3.9,1.6,24.4,0.1,14.2,11.6,2.6,7.196,3.158,1.246
9,PHI,Clarence Weatherspoon,0.471,0.196,0.743,30.3,11.5,7.5,1.5,58.4,0.101,20.5,17.971,2.529,10.925,4.988,2.058
21,PHO,Jayson Williams,0.44,0.125,0.606,20.6,7.3,7.5,0.6,20,0.098,15.4,12.896,2.504,7.538,3.346,2.013
26,LAL,Jordan Farmar,0.425,0.375,0.732,19.7,7.9,1.9,2.9,12.9,0.068,12.7,10.208,2.492,6.146,2.842,1.221
1,MIL,Glenn Robinson,0.459,0.34,0.82,36.8,20.7,6.1,2.7,39.8,0.075,29.5,27.029,2.471,16.708,7.358,2.962
14,IND,Malik Sealy,0.426,0.292,0.809,23.8,10.1,3.2,1.7,17.1,0.07,15,12.538,2.462,7.938,3.233,1.367
2,VAN,Mike Bibby,0.436,0.379,0.802,33.9,14.7,3.1,5.5,73.2,0.104,23.3,20.838,2.462,12.367,5.779,2.692
23,SAC,Anthony Bonner,0.468,0.125,0.59,23.2,6.9,5.4,1.4,10.8,0.07,13.7,11.258,2.442,6.7,3.213,1.346
22,BRK,Mason Plumlee,0.634,0,0.62,18,7.3,4.6,0.8,5.1,0.174,12.7,10.271,2.429,5.933,3.154,1.183
5,CHA,Raymond Felton,0.412,0.332,0.783,34.4,13.1,3.3,6.5,32.4,0.068,22.9,20.492,2.408,12.658,5.133,2.7
58,BOS,Lester Hudson,0.372,0.263,0.81,10.3,4.8,1.3,1.3,0,0.003,7.4,5,2.4,3.025,1.575,0.4
54,SEA,Zeljko Rebraca,0.527,,0.792,15.3,5.9,3.2,0.4,8.3,0.121,9.5,7.144,2.356,4.356,2.089,0.7
17,CLE,Bob Sura,0.414,0.325,0.689,23.7,8.6,3.4,3.8,28.3,0.087,15.8,13.446,2.354,8.033,3.779,1.633
53,DAL,Kenny Satterfield,0.335,0.218,0.746,14.2,4.3,1.3,2.3,-1.1,-0.051,7.9,5.575,2.325,3.108,1.633,0.833
27,ATL,Jumaine Jones,0.424,0.349,0.704,20.8,7.1,4.2,0.9,15.1,0.074,12.2,9.883,2.317,5.729,2.921,1.233
20,ATL,Dion Glover,0.411,0.317,0.756,20.9,8.2,3.1,1.5,5.8,0.045,12.8,10.483,2.317,6.317,2.729,1.438
25,BOS,Tony Allen,0.477,0.263,0.729,21.1,8,3.1,1.4,29.6,0.11,12.5,10.217,2.283,6.165,2.896,1.157
2,CHA,Emeka Okafor,0.512,0,0.584,31.7,12.3,9.9,0.9,44.3,0.114,23.1,20.838,2.262,12.367,5.779,2.692
16,CHH,Tony Delk,0.408,0.343,0.769,21.5,9.1,2.5,1.9,19.5,0.08,13.5,11.248,2.252,6.778,3.061,1.409
8,MIL,Todd Day,0.406,0.345,0.739,25.3,12.3,3.4,1.5,17.5,0.069,17.2,14.983,2.217,9.317,3.829,1.838
15,LAL,Anthony Peeler,0.427,0.384,0.799,24.7,9.7,2.6,2.4,30.7,0.072,14.7,12.496,2.204,7.474,3.539,1.483
36,ATL,Trevor Wilson,0.456,0,0.567,15.6,5.7,3.4,1,0.8,0.023,10.1,7.921,2.179,4.574,2.463,0.884
6,BOS,Ron Mercer,0.429,0.25,0.808,31.1,13.6,3.1,2.1,9.4,0.034,18.8,16.625,2.175,10.279,4.417,1.929
16,ATL,Alan Henderson,0.469,0.192,0.639,21.1,7.8,5,0.6,28,0.097,13.4,11.248,2.152,6.778,3.061,1.409
20,CHI,Jason Caffey,0.481,0,0.637,19.6,7.3,4.4,0.9,13.5,0.072,12.6,10.483,2.117,6.317,2.729,1.438
52,UTA,Jarron Collins,0.455,0,0.699,15.8,3.9,2.9,0.8,15.7,0.088,7.6,5.489,2.111,3.017,1.661,0.811
34,CHI,Khalid El-Amin,0.37,0.333,0.778,18.7,6.3,1.6,2.9,0.6,0.03,10.8,8.695,2.105,5.024,2.252,1.419
12,SEA,Vladimir Radmanovic,0.415,0.378,0.758,21.9,8,3.8,1.4,26.5,0.079,13.2,11.125,2.075,6.512,3.496,1.117
12,NYK,Greg Anthony,0.403,0.349,0.733,20.9,7.3,1.9,4,35.9,0.109,13.2,11.125,2.075,6.512,3.496,1.117
12,SEA,Nick Collison,0.54,0.211,0.728,22.1,6.5,5.6,1.1,41.3,0.118,13.2,11.125,2.075,6.512,3.496,1.117
31,ATL,Salim Stoudamire,0.407,0.366,0.882,17,8,1.4,1,2.2,0.04,10.4,8.352,2.048,5.119,2.314,0.919
23,DEN,Tyronn Lue,0.437,0.391,0.829,22.7,8.5,1.7,3.1,19.7,0.075,13.3,11.258,2.042,6.7,3.213,1.346
42,POR,Derrick Byars,0.273,0,1,18.5,5,5.5,0.5,0.1,0.147,11,8.98,2.02,5.233,2.573,1.173
5,MIN,Ricky Rubio,0.37,0.322,0.798,31.8,10.1,4.2,8.2,11.1,0.091,22.5,20.492,2.008,12.658,5.133,2.7
58,LAL,Joe Crawford,0.3,0.25,1,11.5,4.5,2,0.5,0,0.037,7,5,2,3.025,1.575,0.4
55,POR,Patrick Mills,0.454,0.406,0.847,14.3,7.3,1.3,1.6,8.6,0.127,10.2,8.209,1.991,4.845,2.373,0.991
12,MIA,Khalid Reeves,0.416,0.363,0.744,21.1,7.8,2.1,3.2,8.4,0.069,13.1,11.125,1.975,6.512,3.496,1.117
40,NJN,Chris Douglas-Roberts,0.439,0.327,0.83,20.2,7.3,2.2,1.2,5.3,0.059,10.7,8.742,1.958,5.289,2.1,1.353
54,SAS,Sean Higgins,0.428,0.321,0.85,15.2,6.3,1.8,1,0.4,0.006,9.1,7.144,1.956,4.356,2.089,0.7
31,PHO,Negele Knight,0.436,0.263,0.73,16.4,6.2,1.3,2.8,4.2,0.044,10.3,8.352,1.948,5.119,2.314,0.919
33,DAL,Donald Hodge,0.437,0.286,0.711,14.1,4.7,3.2,0.8,1.8,0.025,8.7,6.771,1.929,3.717,2.387,0.667
29,UTA,Nazr Mohammed,0.487,0,0.64,16.1,5.9,4.8,0.4,34.2,0.104,11.1,9.175,1.925,5.27,2.79,1.115
30,HOU,Othella Harrington,0.505,0,0.738,19.6,7.4,4.4,0.6,23.1,0.08,12.4,10.477,1.923,6.064,3.164,1.25
37,LAC,Elliot Perry,0.459,0.359,0.783,17.3,6.3,1.4,3.1,14,0.071,10.8,8.883,1.917,5.146,2.421,1.317
